i,time,level,isHigh,tf,mid,atr15,atr1
73,2025-02-26 21:45:00,84616.62,True,H1,84594.81,1067.6335714285701,1441.654285714288
79,2025-02-26 23:15:00,84139.81,False,H1,84187.21,844.7585714285722,1477.5607142857157
85,2025-02-27 00:45:00,84767.68,True,H1,84726.03,574.5235714285706,1502.318571428573
89,2025-02-27 01:45:00,84796.98,True,H1,84782.18,477.1949999999976,1528.2807142857148
93,2025-02-27 02:45:00,84302.57,False,H1,84308.85,457.9692857142821,1523.037857142857
117,2025-02-27 08:45:00,86076.14,False,H1,86037.9,362.40071428571537,1092.932857142857
122,2025-02-27 10:00:00,86334.71,True,H1,86321.89,325.66285714286124,938.1685714285725
126,2025-02-27 11:00:00,86731.83,True,H4,86745.32,341.5757142857162,869.7957142857152
130,2025-02-27 12:00:00,86333.83,False,H1,86336.01,360.7371428571444,821.8500000000006
133,2025-02-27 12:45:00,86333.83,False,H1,86298.14,362.9407142857152,821.8500000000006
150,2025-02-27 17:00:00,84615.72,False,H4,84585.97,673.9307142857142,905.059285714288
157,2025-02-27 18:45:00,84615.72,False,H4,84590.98,482.6335714285711,889.6478571428587
168,2025-02-27 21:30:00,84119.51,True,H1,84131.02,563.4357142857116,988.0142857142855
177,2025-02-27 23:45:00,84726.04,True,H1,84690.42,471.1728571428529,1013.9299999999982
182,2025-02-28 01:00:00,84185.31,False,H1,84245.35,337.9821428571418,1175.1757142857127
202,2025-02-28 06:00:00,79545.78,False,H4,79580.5,850.6407142857123,1408.1785714285704
207,2025-02-28 07:15:00,79545.78,False,H4,79490.97,797.9942857142835,1458.1292857142846
210,2025-02-28 08:00:00,78807.5,False,H4,78789.53,717.5728571428564,1510.3678571428568
225,2025-02-28 11:45:00,80467.32,True,H1,80536.06,626.1078571428578,1500.7900000000009
229,2025-02-28 12:45:00,80855.16,True,H4,80793.1,492.4078571428576,1493.4128571428591
249,2025-02-28 17:45:00,83559.46,False,H1,83633.93,782.7549999999974,1355.2742857142855
252,2025-02-28 18:30:00,84488.93,True,H4,84437.86,715.6999999999971,1380.1800000000003
257,2025-02-28 19:45:00,84488.93,True,H4,84455.99,658.8092857142838,1322.2128571428568
261,2025-02-28 20:45:00,84226.96,False,H1,84220.72,616.0549999999993,1298.3828571428562
274,2025-03-01 00:00:00,84552.47,True,H1,84529.9,361.49928571428507,1096.6378571428545
281,2025-03-01 01:45:00,84640.42,True,H1,84615.08,340.7007142857162,1106.124999999998
304,2025-03-01 07:30:00,84849.45,False,H1,84846.87,301.20499999999964,896.2235714285717
308,2025-03-01 08:30:00,85092.78,True,H1,85133.88,249.92928571428743,801.2228571428578
310,2025-03-01 09:00:00,85377.32,True,H1,85396.1,253.11928571428766,786.7400000000022
313,2025-03-01 09:45:00,85377.32,True,H1,85416.58,256.6614285714303,786.7400000000022
327,2025-03-01 13:15:00,84479.56,False,H1,84472.51,318.8842857142881,750.9800000000032
335,2025-03-01 15:15:00,84848.74,True,H1,84828.91,299.2492857142871,678.3100000000029
337,2025-03-01 15:45:00,84848.74,True,H1,84814.27,300.10000000000065,678.3100000000029
338,2025-03-01 16:00:00,84988.96,True,H4,84961.44,300.60142857142847,622.0564285714312
351,2025-03-01 19:15:00,85363.41,True,H1,85347.49,238.00428571428554,519.9785714285744
360,2025-03-01 21:30:00,85622.6,True,H4,85644.36,201.6500000000004,517.5242857142886
372,2025-03-02 00:30:00,86232.66,True,H1,86240.81,333.02857142857204,514.5535714285735
378,2025-03-02 02:00:00,86296.88,True,H4,86308.54,309.53999999999985,528.7342857142887
386,2025-03-02 04:00:00,85774.99,False,H1,85760.93,298.6385714285716,512.5221428571458
388,2025-03-02 04:30:00,85774.99,False,H1,85773.0,285.625,512.5221428571458
390,2025-03-02 05:00:00,85906.21,True,H1,85934.53,278.8485714285707,513.8407142857167
424,2025-03-02 13:30:00,85657.86,False,H4,85683.48,180.63857142857054,472.3092857142848
467,2025-03-03 00:15:00,93844.47,False,H1,93834.4,537.6285714285716,1624.1907142857162
486,2025-03-03 05:00:00,92929.41,True,H1,92975.55,421.3935714285711,1487.8057142857174
491,2025-03-03 06:15:00,92790.37,False,H1,92833.2,337.9971428571412,1293.136428571431
497,2025-03-03 07:45:00,92418.03,False,H4,92378.82,460.19285714285587,1078.3842857142881
507,2025-03-03 10:15:00,92050.94,True,H1,92029.3,552.3099999999977,1024.1278571428588
512,2025-03-03 11:30:00,92615.57,True,H1,92631.49,531.6478571428555,1008.3521428571445
518,2025-03-03 13:00:00,92972.85,True,H4,92940.93,425.59928571428566,976.9221428571442
527,2025-03-03 15:15:00,91098.1,False,H4,91037.68,916.2171428571424,1319.7528571428577
550,2025-03-03 21:00:00,86330.6,True,H1,86299.72,1028.7521428571417,1635.6485714285704
557,2025-03-03 22:45:00,86495.53,True,H1,86592.63,792.39357142857,1668.2807142857139
564,2025-03-04 00:30:00,85945.7,False,H1,85987.55,659.4842857142846,1652.337142857142
566,2025-03-04 01:00:00,85820.41,False,H1,85713.69,668.3064285714281,1868.229999999999
584,2025-03-04 05:30:00,84095.44,True,H1,84175.11,670.2128571428568,1631.805714285713
591,2025-03-04 07:15:00,83595.42,False,H1,83516.82,516.9114285714271,1600.190714285713
602,2025-03-04 10:00:00,83638.91,False,H1,83697.63,455.3092857142848,1237.6142857142852
606,2025-03-04 11:00:00,84096.58,True,H1,84060.97,444.21500000000066,1184.884285714285
610,2025-03-04 12:00:00,83702.6,False,H1,83673.31,406.778571428571,1109.8792857142855
614,2025-03-04 13:00:00,83285.94,False,H1,83310.7,408.77142857142877,1158.7221428571418
616,2025-03-04 13:30:00,83285.94,False,H1,83268.95,510.8642857142851,1158.7221428571418
625,2025-03-04 15:45:00,83033.39,False,H4,82980.16,1045.5271428571411,1179.779285714285
655,2025-03-04 23:15:00,87364.52,False,H1,87326.31,736.5792857142848,1569.567142857144
658,2025-03-05 00:00:00,87032.95,False,H1,87097.12,656.4592857142842,1591.1528571428582
660,2025-03-05 00:30:00,86564.64,False,H4,86572.65,585.345714285713,1591.1528571428582
663,2025-03-05 01:15:00,87234.51,True,H1,87246.15,418.63642857142776,1625.1550000000009
687,2025-03-05 07:15:00,87551.51,True,H1,87529.58,282.43714285714253,1125.402142857142
690,2025-03-05 08:00:00,87713.58,True,H4,87697.93,256.74357142857065,1021.6792857142843
708,2025-03-05 12:30:00,90665.44,True,H4,90649.97,592.3535714285712,889.8699999999984
710,2025-03-05 13:00:00,89799.5,False,H1,89756.25,617.0514285714287,951.4349999999977
722,2025-03-05 16:00:00,87884.85,False,H4,87872.02,816.9957142857145,1102.2442857142835
734,2025-03-05 19:00:00,89964.39,True,H1,89910.69,768.2199999999991,1194.9849999999974
738,2025-03-05 20:00:00,90179.15,True,H1,90111.61,695.1557142857138,1218.2721428571406
741,2025-03-05 20:45:00,90498.72,True,H4,90538.8,577.3871428571407,1218.2721428571406
749,2025-03-05 22:45:00,90498.72,True,H4,90471.31,412.2349999999985,1262.6035714285701
755,2025-03-06 00:15:00,90327.67,False,H1,90392.97,396.48071428571296,1128.1871428571426
761,2025-03-06 01:45:00,91064.77,True,H4,91083.84,442.41999999999825,1222.2614285714278
765,2025-03-06 02:45:00,91946.14,True,H1,91901.17,531.0135714285706,1212.683571428571
775,2025-03-06 05:15:00,92538.61,True,H1,92488.25,449.93285714285696,1027.9857142857156
796,2025-03-06 10:30:00,91289.84,False,H4,91316.94,376.816428571426,874.2000000000013
802,2025-03-06 12:00:00,91036.61,False,H1,91082.33,389.3671428571397,937.7864285714293
814,2025-03-06 15:00:00,90622.49,False,H4,90651.61,677.3228571428574,986.6657142857148
831,2025-03-06 19:15:00,88157.11,False,H1,88120.8,627.7457142857145,1151.8864285714267
839,2025-03-06 21:15:00,89380.77,True,H1,89358.41,603.7407142857129,1160.4178571428554
864,2025-03-07 03:30:00,87250.64,False,H1,87174.41,1219.8385714285698,1815.5028571428568
868,2025-03-07 04:30:00,87715.26,True,H1,87707.79,754.6071428571419,1798.5550000000003
870,2025-03-07 05:00:00,87908.77,True,H1,87868.75,572.8257142857141,1726.6457142857148
881,2025-03-07 07:45:00,88375.65,True,H1,88377.4,361.2864285714292,1570.9742857142858
883,2025-03-07 08:15:00,88101.19,False,H1,88171.27,352.999999999999,1548.126428571429
886,2025-03-07 09:00:00,88634.13,True,H4,88675.2,325.2507142857129,1533.893571428573
925,2025-03-07 18:45:00,88632.69,True,H1,88610.84,968.6642857142859,1349.3407142857136
943,2025-03-07 23:15:00,86509.03,False,H4,86590.36,929.0464285714271,1615.6742857142838
945,2025-03-07 23:45:00,86843.14,True,H1,86802.83,897.0721428571414,1615.6742857142838
948,2025-03-08 00:30:00,86862.76,True,H1,86811.91,608.2378571428542,1601.759285714284
952,2025-03-08 01:30:00,85568.86,False,H4,85620.58,482.83071428571355,1670.3614285714273
960,2025-03-08 03:30:00,85945.1,False,H1,85968.38,409.3671428571428,1581.4499999999991
963,2025-03-08 04:15:00,86210.06,True,H1,86179.3,433.46071428571514,1465.9457142857136
970,2025-03-08 06:00:00,86469.48,True,H1,86538.29,303.44857142856927,1154.5335714285716
977,2025-03-08 07:45:00,86275.25,False,H1,86225.34,235.90857142857047,1034.299285714285
979,2025-03-08 08:15:00,86127.1,False,H1,86178.99,229.75642857142833,944.1842857142848
983,2025-03-08 09:15:00,86349.5,True,H1,86370.01,238.03571428571533,876.9157142857138
991,2025-03-08 11:15:00,85940.27,False,H1,85946.63,239.82928571428678,655.9792857142841
1003,2025-03-08 14:15:00,86488.71,True,H4,86484.17,263.27928571428595,581.854999999999
1008,2025-03-08 15:30:00,86488.71,True,H4,86517.9,256.92499999999774,497.56214285714043
1014,2025-03-08 17:00:00,85801.86,False,H4,85791.4,274.15499999999986,497.66571428571166
1030,2025-03-08 21:00:00,86382.16,True,H1,86367.94,190.82571428571308,448.35999999999746
1031,2025-03-08 21:15:00,86500.68,True,H4,86509.9,193.2435714285696,448.35999999999746
1038,2025-03-08 23:00:00,86394.8,True,H1,86370.24,198.35999999999953,443.7835714285684
1043,2025-03-09 00:15:00,86421.7,True,H1,86405.33,213.3914285714283,444.9335714285688
1045,2025-03-09 00:45:00,86421.7,True,H1,86428.95,215.05714285714203,444.9335714285688
1067,2025-03-09 06:15:00,85963.78,False,H4,85974.09,152.95785714285844,352.39857142857153
1077,2025-03-09 08:45:00,85827.93,False,H4,85843.49,164.88714285714585,345.01428571428653
1112,2025-03-09 17:30:00,82312.59,False,H1,82339.2,570.7792857142891,684.4157142857148
1116,2025-03-09 18:30:00,82965.56,True,H1,82961.06,649.1471428571448,747.2257142857145
1117,2025-03-09 18:45:00,82719.65,False,H4,82717.87,667.1278571428587,747.2257142857145
1119,2025-03-09 19:15:00,82719.65,False,H4,82719.55,665.9678571428574,779.1057142857151
1126,2025-03-09 21:00:00,82616.39,False,H1,82600.14,539.6171428571449,916.8628571428573
1128,2025-03-09 21:30:00,82218.96,False,H4,82208.25,537.3971428571448,916.8628571428573
1146,2025-03-10 02:00:00,81907.23,True,H1,81934.1,670.0085714285711,1180.356428571429
1154,2025-03-10 04:00:00,82352.29,True,H1,82306.72,525.2107142857172,1116.875714285715
1162,2025-03-10 06:00:00,82127.7,False,H1,82148.33,356.63071428571754,1018.6607142857143
1171,2025-03-10 08:15:00,81980.02,False,H4,82034.12,330.837142857144,1024.627142857145
1174,2025-03-10 09:00:00,81980.02,False,H4,81953.88,402.4921428571428,1175.0078571428592
1176,2025-03-10 09:30:00,82817.75,True,H4,82789.24,583.1914285714291,1175.0078571428592
1180,2025-03-10 10:30:00,81980.02,False,H4,81967.54,672.7278571428584,1184.7350000000017
1191,2025-03-10 13:15:00,82659.99,False,H1,82701.8,609.4114285714282,1200.5264285714281
1203,2025-03-10 16:15:00,79581.91,False,H1,79621.4,872.7050000000007,1301.817142857143
1222,2025-03-10 21:00:00,79740.5,True,H1,79671.76,775.1564285714319,1596.144285714287
1231,2025-03-10 23:15:00,79223.51,False,H1,79264.06,507.10928571428667,1445.913571428572
1244,2025-03-11 02:30:00,79160.09,True,H1,79221.4,756.4692857142862,1574.4028571428591
1246,2025-03-11 03:00:00,79717.39,True,H1,79726.18,777.0364285714303,1483.6971428571455
1248,2025-03-11 03:30:00,79717.39,True,H1,79665.13,726.5285714285731,1483.6971428571455
1252,2025-03-11 04:30:00,80017.05,True,H4,80038.15,537.0128571428587,1373.3357142857162
1257,2025-03-11 05:45:00,80363.45,True,H1,80358.33,403.6214285714294,1317.8392857142878
1258,2025-03-11 06:00:00,80578.28,True,H1,80527.64,411.71071428571616,1258.5928571428594
1272,2025-03-11 09:30:00,81645.07,True,H1,81621.04,345.87642857143095,1091.2450000000026
1284,2025-03-11 12:30:00,81466.37,False,H1,81496.5,381.6150000000011,1033.2557142857154
1314,2025-03-11 20:00:00,82860.75,False,H1,82840.61,629.3428571428594,1184.8700000000015
1316,2025-03-11 20:30:00,82860.75,False,H1,82908.13,604.0050000000016,1184.8700000000015
1319,2025-03-11 21:15:00,83181.49,True,H1,83205.13,512.5135714285716,1181.290000000002
1322,2025-03-11 22:00:00,83276.61,True,H1,83238.1,388.7900000000009,1118.325714285715
1329,2025-03-11 23:45:00,82985.82,False,H1,82931.74,307.124285714284,1110.000714285714
1335,2025-03-12 01:15:00,83137.53,True,H1,83100.84,317.7842857142844,1131.24
1336,2025-03-12 01:30:00,83328.0,True,H4,83372.11,333.20285714285586,1131.24
1339,2025-03-12 02:15:00,82757.7,False,H1,82727.99,406.6907142857131,1151.6221428571432
1340,2025-03-12 02:30:00,82554.58,False,H4,82498.1,415.72499999999957,1151.6221428571432
1354,2025-03-12 06:00:00,81648.74,False,H1,81673.11,295.66785714285754,783.1042857142851
1366,2025-03-12 09:00:00,82589.02,True,H4,82583.43,434.1328571428582,698.913571428571
1374,2025-03-12 11:00:00,82589.02,True,H4,82617.19,401.4357142857147,718.4499999999991
1375,2025-03-12 11:15:00,82780.02,True,H1,82768.3,367.39142857142826,718.4499999999991
1407,2025-03-12 19:15:00,82838.82,True,H1,82786.99,517.7492857142851,1050.5371428571432
1412,2025-03-12 20:30:00,83181.08,True,H4,83150.4,442.115714285715,1035.797142857144
1418,2025-03-12 22:00:00,83342.69,True,H1,83385.59,318.75571428571544,971.154285714286
1424,2025-03-12 23:30:00,83714.22,True,H1,83698.46,252.90285714285815,955.1364285714288
1429,2025-03-13 00:45:00,83412.27,False,H1,83456.93,301.5742857142863,949.5157142857144
1433,2025-03-13 01:45:00,83915.56,True,H4,83936.32,326.413571428572,968.7471428571423
1436,2025-03-13 02:30:00,83915.56,True,H4,83959.89,349.8935714285721,892.9107142857132
1444,2025-03-13 04:30:00,83300.02,False,H4,83313.63,310.11785714285674,746.6128571428573
1449,2025-03-13 05:45:00,83184.39,False,H1,83156.98,269.95571428571355,679.547857142857
1452,2025-03-13 06:30:00,83065.06,False,H1,83034.98,254.51428571428656,667.1400000000004
1453,2025-03-13 06:45:00,83300.02,False,H4,83285.26,251.57571428571515,667.1400000000004
1456,2025-03-13 07:30:00,83300.02,False,H4,83275.38,269.231428571431,618.5157142857154
1463,2025-03-13 09:15:00,83269.02,True,H1,83239.82,317.19428571428995,595.4435714285719
1470,2025-03-13 11:00:00,82979.2,False,H1,82957.71,323.00857142857524,601.2857142857143
1471,2025-03-13 11:15:00,82823.54,False,H4,82838.9,321.30357142857457,601.2857142857143
1475,2025-03-13 12:15:00,83225.63,True,H1,83241.16,299.3228571428605,678.1485714285716
1480,2025-03-13 13:30:00,82381.47,False,H4,82372.99,469.4757142857166,749.8900000000004
1490,2025-03-13 16:00:00,80967.7,False,H4,80972.85,561.3621428571433,798.6807142857162
1499,2025-03-13 18:15:00,80967.7,False,H4,80918.1,475.61285714285725,854.5514285714307
1522,2025-03-14 00:00:00,81086.85,False,H1,81061.82,253.46785714286048,907.7564285714325
1524,2025-03-14 00:30:00,81543.24,True,H4,81581.9,271.5228571428597,907.7564285714325
1531,2025-03-14 02:15:00,81927.89,True,H1,81898.8,284.44714285714457,843.2092857142894
1542,2025-03-14 05:00:00,81840.91,False,H1,81845.75,237.33214285714243,661.4400000000034
1548,2025-03-14 06:30:00,81814.87,False,H1,81824.73,196.1557142857138,647.4357142857178
1553,2025-03-14 07:45:00,82201.7,True,H1,82167.83,220.71571428571355,617.2471428571464
1555,2025-03-14 08:15:00,82478.88,True,H4,82482.07,232.2728571428566,582.2885714285751
1558,2025-03-14 09:00:00,82657.31,True,H1,82643.75,233.220714285713,545.2464285714315
1563,2025-03-14 10:15:00,82954.94,True,H1,82987.46,242.53285714285553,551.1071428571449
1571,2025-03-14 12:15:00,83387.14,True,H4,83404.37,243.874285714284,519.3100000000007
1574,2025-03-14 13:00:00,83387.14,True,H4,83404.02,243.4378571428554,548.5392857142859
1606,2025-03-14 21:00:00,83959.54,False,H4,83984.6,308.95571428571355,716.2864285714271
1611,2025-03-14 22:15:00,84314.15,True,H1,84351.1,279.2049999999986,712.2385714285701
1617,2025-03-14 23:45:00,83959.54,False,H4,83991.38,201.10857142856963,720.6764285714277
1623,2025-03-15 01:15:00,84368.19,True,H1,84362.46,187.68071428571315,711.114999999999
1625,2025-03-15 01:45:00,84368.19,True,H1,84358.25,193.82999999999862,711.114999999999
1629,2025-03-15 02:45:00,84573.09,True,H4,84559.95,214.2171428571424,710.9178571428555
1634,2025-03-15 04:00:00,84418.05,False,H1,84391.3,205.21714285714344,619.2185714285691
1643,2025-03-15 06:15:00,84254.1,False,H1,84254.58,146.64071428571646,445.91142857142717
1647,2025-03-15 07:15:00,83958.45,False,H4,83961.45,138.43714285714563,427.65999999999934
1650,2025-03-15 08:00:00,83788.14,False,H4,83789.26,150.23000000000113,418.0171428571422
1659,2025-03-15 10:15:00,83694.19,False,H1,83692.96,199.39571428571486,363.8242857142853
1660,2025-03-15 10:30:00,83788.14,False,H4,83807.36,196.89857142857156,363.8242857142853
1663,2025-03-15 11:15:00,83987.45,True,H1,83994.61,177.69500000000076,364.3114285714286
1670,2025-03-15 13:00:00,84290.46,True,H1,84306.8,153.72428571428463,343.17357142857196
1675,2025-03-15 14:15:00,84186.31,True,H4,84187.88,169.08785714285685,339.39500000000095
1677,2025-03-15 14:45:00,84132.26,False,H1,84151.34,167.0557142857142,339.39500000000095
1702,2025-03-15 21:00:00,84297.26,False,H1,84287.34,123.43285714285697,305.06000000000284
1711,2025-03-15 23:15:00,84325.26,False,H1,84315.74,107.26785714285923,276.799285714289
1722,2025-03-16 02:00:00,83802.69,False,H1,83788.54,138.26285714285768,281.4328571428611
1728,2025-03-16 03:30:00,84229.23,False,H4,84215.06,177.25642857142935,292.8214285714317
1732,2025-03-16 04:30:00,84403.38,True,H4,84395.49,197.2750000000004,280.6192857142877
1737,2025-03-16 05:45:00,84403.38,True,H4,84400.88,154.90357142857206,269.90785714285863
1740,2025-03-16 06:30:00,84310.72,False,H1,84311.57,128.56285714285852,260.17785714285856
1756,2025-03-16 10:30:00,83773.58,False,H1,83791.01,189.18785714285747,299.4942857142866
1767,2025-03-16 13:15:00,82964.28,True,H1,82958.51,347.2607142857128,437.3785714285706
1800,2025-03-16 21:30:00,82906.61,False,H1,82868.97,366.31571428571107,737.7857142857132
1802,2025-03-16 22:00:00,82536.44,False,H4,82564.69,387.7049999999966,779.2021428571419
1816,2025-03-17 01:30:00,83175.21,True,H1,83179.04,291.0842857142842,756.4057142857138
1822,2025-03-17 03:00:00,83466.93,True,H4,83504.71,265.92857142857247,738.8385714285697
1826,2025-03-17 04:00:00,83748.18,True,H4,83753.0,259.8571428571439,706.422857142856
1836,2025-03-17 06:30:00,83108.85,False,H1,83073.77,244.67571428571267,616.9964285714252
1838,2025-03-17 07:00:00,83300.5,True,H1,83333.63,259.66071428571325,601.9378571428533
1847,2025-03-17 09:15:00,83731.57,True,H1,83754.56,263.634285714285,545.642857142854
1850,2025-03-17 10:00:00,83417.1,False,H1,83400.88,239.87214285714228,538.5557142857111
1859,2025-03-17 12:15:00,83186.56,False,H4,83177.6,266.29428571428537,553.5414285714256
1863,2025-03-17 13:15:00,82967.52,False,H1,82937.55,356.3157142857131,574.0164285714262
1866,2025-03-17 14:00:00,82778.13,False,H1,82803.15,457.56285714285644,595.8278571428538
1868,2025-03-17 14:30:00,83186.56,False,H4,83170.73,500.16428571428486,595.8278571428538
1871,2025-03-17 15:15:00,83366.03,True,H1,83348.92,570.7192857142852,625.902857142854
1874,2025-03-17 16:00:00,83703.05,True,H1,83741.9,514.0342857142865,652.3628571428542
1879,2025-03-17 17:15:00,83882.45,True,H1,83911.43,459.7307142857161,686.682142857141
1888,2025-03-17 19:30:00,84596.44,True,H1,84571.04,343.82142857142964,700.7792857142849
1890,2025-03-17 20:00:00,84301.63,False,H1,84266.7,329.596428571429,703.5735714285703
1902,2025-03-17 23:00:00,83985.77,False,H1,83978.98,230.4099999999983,684.8207142857136
1905,2025-03-17 23:45:00,83985.77,False,H1,84013.43,208.31214285714148,684.8207142857136
1907,2025-03-18 00:15:00,83737.49,False,H4,83761.14,192.6107142857145,676.0807142857146
1919,2025-03-18 03:15:00,83080.99,False,H1,83106.93,247.89857142857258,628.3314285714296
1934,2025-03-18 07:00:00,82954.22,False,H4,82969.11,271.6807142857163,528.5850000000012
1939,2025-03-18 08:15:00,83300.63,True,H4,83273.75,299.904285714287,514.3114285714286
1946,2025-03-18 10:00:00,82794.3,False,H1,82791.12,287.2099999999991,500.7864285714292
1952,2025-03-18 11:30:00,82602.26,False,H1,82574.43,204.7442857142835,500.20499999999964
1958,2025-03-18 13:00:00,82336.89,False,H1,82311.99,223.2221428571429,581.1992857142862
1982,2025-03-18 19:00:00,81987.42,True,H1,81955.37,380.5357142857143,687.700714285712
1998,2025-03-18 23:00:00,82600.2,True,H1,82602.08,228.02071428571278,621.4278571428565
2007,2025-03-19 01:15:00,82844.63,True,H4,82866.13,244.06928571428685,656.5799999999997
2009,2025-03-19 01:45:00,82613.78,False,H1,82612.99,252.8342857142873,656.5799999999997
2012,2025-03-19 02:30:00,82844.63,True,H4,82844.57,263.7978571428591,647.1342857142861
2015,2025-03-19 03:15:00,82844.63,True,H4,82821.27,265.3971428571437,578.6792857142854
2025,2025-03-19 05:45:00,83264.41,True,H4,83271.73,208.5050000000005,522.6171428571439
2031,2025-03-19 07:15:00,83372.36,True,H1,83352.25,181.80571428571628,471.5464285714302
2035,2025-03-19 08:15:00,83424.3,True,H4,83439.4,186.90142857143033,443.08000000000175
2041,2025-03-19 09:45:00,83543.52,True,H1,83552.98,172.8671428571449,409.67714285714464
2055,2025-03-19 13:15:00,83973.48,True,H1,83950.27,302.24714285714646,447.5828571428595
2057,2025-03-19 13:45:00,84146.96,True,H4,84123.43,334.19571428571777,447.5828571428595
2106,2025-03-20 02:00:00,85764.57,False,H1,85778.06,433.69214285714406,901.3150000000013
2114,2025-03-20 04:00:00,85855.18,False,H1,85859.13,295.0550000000013,871.6757142857158
2118,2025-03-20 05:00:00,85639.04,False,H4,85688.21,226.40071428571642,842.0478571428591
2120,2025-03-20 05:30:00,85639.04,False,H4,85633.77,219.057857142858,842.0478571428591
2123,2025-03-20 06:15:00,85872.49,True,H1,85900.7,207.85214285714235,843.1207142857155
2132,2025-03-20 08:30:00,86059.15,True,H4,86091.95,212.44714285714457,672.3221428571445
2136,2025-03-20 09:30:00,86059.15,True,H4,86060.66,202.90357142857414,635.1400000000025
2152,2025-03-20 13:30:00,85595.25,True,H1,85623.53,299.894285714285,623.1978571428584
2155,2025-03-20 14:15:00,86360.3,True,H4,86378.26,326.7985714285699,586.2350000000016
2161,2025-03-20 15:45:00,84745.47,False,H4,84714.88,516.7428571428536,659.4678571428584
2176,2025-03-20 19:30:00,84315.09,True,H1,84318.27,387.4635714285718,733.0735714285693
2212,2025-03-21 04:30:00,84730.89,True,H1,84731.53,196.34714285714082,597.0249999999984
2215,2025-03-21 05:15:00,84429.91,False,H1,84418.0,181.4814285714279,502.68785714285644
2222,2025-03-21 07:00:00,84160.05,False,H4,84150.36,184.83999999999963,441.60000000000065
2233,2025-03-21 09:45:00,84152.91,True,H1,84136.67,262.4642857142847,448.2442857142877
2247,2025-03-21 13:15:00,83699.86,False,H4,83676.85,265.28071428571377,503.961428571428
2251,2025-03-21 14:15:00,84101.2,True,H1,84086.33,369.4449999999997,535.7692857142849
2272,2025-03-21 19:30:00,83868.3,False,H1,83864.44,270.71500000000066,603.4921428571439
2277,2025-03-21 20:45:00,84189.99,True,H1,84197.6,220.98214285714388,601.6550000000009
2285,2025-03-21 22:45:00,84152.19,False,H1,84163.97,185.71785714285735,583.6057142857151
2288,2025-03-21 23:30:00,84074.42,False,H1,84075.19,164.3499999999975,557.0150000000004
2291,2025-03-22 00:15:00,84228.63,True,H1,84198.5,152.41142857142717,543.2635714285716
2296,2025-03-22 01:30:00,84019.97,False,H1,84028.87,133.04214285714053,551.076428571428
2305,2025-03-22 03:45:00,84251.6,True,H1,84237.32,120.07714285714299,441.7771428571432
2306,2025-03-22 04:00:00,84304.2,True,H4,84292.75,122.43428571428583,397.53999999999985
2312,2025-03-22 05:30:00,84304.2,True,H4,84294.92,102.62214285714435,358.4800000000001
2317,2025-03-22 06:45:00,84304.2,True,H4,84303.77,101.23714285714335,319.8050000000003
2319,2025-03-22 07:15:00,84304.2,True,H4,84288.06,102.61000000000058,300.03857142857095
2343,2025-03-22 13:15:00,84096.22,False,H4,84095.03,98.67500000000084,216.52285714285765
2345,2025-03-22 13:45:00,84171.82,False,H1,84167.31,101.78642857143132,216.52285714285765
2353,2025-03-22 15:45:00,84096.22,False,H4,84098.62,102.38214285714328,206.64499999999992
2355,2025-03-22 16:15:00,84142.12,True,H1,84137.17,102.87500000000104,197.0857142857141
2359,2025-03-22 17:15:00,84167.16,True,H1,84177.56,89.71142857142695,196.20499999999967
2369,2025-03-22 19:45:00,84190.54,False,H1,84189.88,88.79785714285701,188.53142857142873
2371,2025-03-22 20:15:00,84163.73,False,H1,84174.65,89.12071428571342,190.769285714286
2375,2025-03-22 21:15:00,84046.58,False,H4,84040.78,111.97214285714186,196.73071428571504
2387,2025-03-23 00:15:00,83956.59,True,H1,83964.32,125.98785714285727,203.10642857142895
2393,2025-03-23 01:45:00,84052.16,True,H1,84058.93,115.68571428571262,199.4449999999997
2396,2025-03-23 02:30:00,84227.9,True,H4,84223.97,124.4935714285696,212.63071428571442
2401,2025-03-23 03:45:00,84227.9,True,H4,84229.31,97.64928571428443,205.95285714285689
2411,2025-03-23 06:15:00,84241.73,True,H1,84237.94,78.59785714285785,200.53000000000196
2416,2025-03-23 07:30:00,84283.13,True,H4,84294.42,60.440000000000246,197.10785714285885
2420,2025-03-23 08:30:00,84314.37,True,H4,84318.9,62.85500000000008,194.05785714285906
2453,2025-03-23 16:45:00,85269.04,True,H4,85269.36,228.3885714285716,261.44642857142964
2456,2025-03-23 17:30:00,84953.0,False,H1,84964.59,229.1507142857133,292.9385714285724
2462,2025-03-23 19:00:00,85052.1,True,H1,85045.95,215.10428571428616,300.990714285715
2470,2025-03-23 21:00:00,85023.3,False,H1,85004.72,150.04785714285703,325.9778571428573
2474,2025-03-23 22:00:00,85454.69,True,H4,85435.33,150.10500000000113,357.7371428571423
2494,2025-03-24 03:00:00,86205.72,True,H4,86234.06,302.51214285714065,477.3371428571419
2499,2025-03-24 04:15:00,86711.42,True,H4,86723.45,275.35571428571194,481.00785714285513
2502,2025-03-24 05:00:00,86975.5,True,H1,86975.83,255.25857142857006,471.865714285714
2513,2025-03-24 07:45:00,86886.47,False,H1,86884.36,234.8057142857142,463.8149999999982
2516,2025-03-24 08:30:00,87330.95,True,H4,87341.73,257.6664285714277,493.62714285714173
2518,2025-03-24 09:00:00,87330.95,True,H4,87334.82,265.3192857142848,510.2364285714274
